,model_type,direction,step,n_features,ap,roc_auc,precision,recall,f1,features
46,logreg,backward,29,19,0.13550374348150424,0.7235581529100069,0.09291386682956627,0.6436732966567922,0.16238723108952116,"['is_paid', 'gender_F', 'Linux', 'iPad', 'days_since_last_action', 'recent_songs', 'recent_sessions', 'recent_Roll Advert', 'recent_Submit Downgrade', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Upgrade', 'trend_status_rate']"
47,logreg,backward,30,18,0.13522903991439708,0.7232065931528624,0.0924098440545809,0.6419805332204824,0.16156344853293572,"['is_paid', 'Linux', 'iPad', 'days_since_last_action', 'recent_songs', 'recent_sessions', 'recent_Roll Advert', 'recent_Submit Downgrade', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Upgrade', 'trend_status_rate']"
48,logreg,backward,31,17,0.1349937592372779,0.7231874733749188,0.09233767815811914,0.641557342361405,0.16143975294180288,"['is_paid', 'Linux', 'iPad', 'days_since_last_action', 'recent_songs', 'recent_sessions', 'recent_Roll Advert', 'recent_Submit Downgrade', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_Add to Playlist', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Upgrade', 'trend_status_rate']"
49,logreg,backward,32,16,0.13486403304151515,0.723217975436838,0.09223744292237443,0.6411341515023276,0.16127315307643175,"['is_paid', 'Linux', 'iPad', 'days_since_last_action', 'recent_songs', 'recent_sessions', 'recent_Roll Advert', 'recent_Submit Downgrade', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Upgrade', 'trend_status_rate']"
50,logreg,backward,33,15,0.1346947840660973,0.722713044672698,0.09226427826513711,0.6364790520524757,0.16116588084012,"['is_paid', 'Linux', 'iPad', 'days_since_last_action', 'recent_songs', 'recent_sessions', 'recent_Roll Advert', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Upgrade', 'trend_status_rate']"
51,logreg,backward,34,14,0.13450074668419706,0.7230444483019691,0.09244264507422402,0.637748624629708,0.16147870345566567,"['is_paid', 'iPad', 'days_since_last_action', 'recent_songs', 'recent_sessions', 'recent_Roll Advert', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Upgrade', 'trend_status_rate']"
52,logreg,backward,35,13,0.1341633735185103,0.7233221286047907,0.09232562419483467,0.6369022429115531,0.16127303900557222,"['is_paid', 'days_since_last_action', 'recent_songs', 'recent_sessions', 'recent_Roll Advert', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Upgrade', 'trend_status_rate']"
53,logreg,backward,36,12,0.13366682378904332,0.7222030287678005,0.09414903754526396,0.6271688531527719,0.16372072470172339,"['is_paid', 'days_since_last_action', 'recent_songs', 'recent_sessions', 'recent_Roll Advert', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Upgrade']"
54,logreg,backward,37,11,0.13291370380410825,0.7217191675246926,0.09396015734043903,0.6267456622936944,0.16342068965517242,"['is_paid', 'days_since_last_action', 'recent_songs', 'recent_sessions', 'recent_Roll Advert', 'recent_Thumbs Up', 'history_actions', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Upgrade']"
55,logreg,backward,38,10,0.13249565733239893,0.7208896923625973,0.0932475884244373,0.6258992805755396,0.1623134328358209,"['is_paid', 'days_since_last_action', 'recent_songs', 'recent_Roll Advert', 'recent_Thumbs Up', 'history_actions', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Upgrade']"
56,logreg,backward,39,9,0.13161657583706782,0.7180921886836648,0.0910915171784737,0.633939906898011,0.1592939174819226,"['is_paid', 'days_since_last_action', 'recent_songs', 'recent_Roll Advert', 'history_actions', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Upgrade']"
57,logreg,backward,40,8,0.1305784624844883,0.7176675223433313,0.09111880046136102,0.6352094794752433,0.15937566362284986,"['is_paid', 'days_since_last_action', 'recent_songs', 'recent_Roll Advert', 'history_actions', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down']"
58,logreg,backward,41,7,0.1290679857859497,0.7163127055930532,0.08815220524646872,0.6470588235294118,0.15516541505987416,"['is_paid', 'days_since_last_action', 'recent_Roll Advert', 'history_actions', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down']"
59,logreg,backward,42,6,0.1276942857997801,0.714823830831507,0.08855939537298795,0.6495979686838764,0.15586921202274573,"['is_paid', 'days_since_last_action', 'recent_Roll Advert', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down']"
60,logreg,backward,43,5,0.12656688390427032,0.7131203613734639,0.08704018109790605,0.6508675412611088,0.15354664803074927,"['is_paid', 'days_since_last_action', 'recent_Roll Advert', 'history_Downgrade', 'history_Roll Advert']"
61,xgb,forward,1,1,0.09120026823252772,0.6698809352496029,0.1237159446181331,0.23444773592890394,0.16196462505481654,['recent_sessions']
62,xgb,forward,2,2,0.10434902737777918,0.6945763812074451,0.1227767225004317,0.30088870080406266,0.17439293598233996,"['recent_sessions', 'history_Thumbs Down']"
63,xgb,forward,3,3,0.10744574201041193,0.6853867282481018,0.13083366573593938,0.27761320355480323,0.1778500745560526,"['recent_sessions', 'history_Thumbs Down', 'history_Thumbs Up']"
64,xgb,forward,4,4,0.11284212957167318,0.6910702688726458,0.13115704075719528,0.2873465933135844,0.18010610079575598,"['recent_sessions', 'history_Thumbs Down', 'history_Thumbs Up', 'history_actions']"
65,xgb,forward,5,5,0.11697113680326815,0.6970613024257484,0.13819041478615945,0.27211172238679643,0.18329532497149373,"['recent_sessions', 'history_Thumbs Down', 'history_Thumbs Up', 'history_actions', 'history_Roll Advert']"
66,xgb,forward,6,6,0.12095308466828492,0.702702062876492,0.13670004353504572,0.2657638595006348,0.1805375880408222,"['recent_sessions', 'history_Thumbs Down', 'history_Thumbs Up', 'history_actions', 'history_Roll Advert', 'days_since_last_action']"
67,xgb,forward,7,7,0.12414058153202553,0.7065336813068513,0.14682539682539683,0.28184511214557767,0.1930714596318307,"['recent_sessions', 'history_Thumbs Down', 'history_Thumbs Up', 'history_actions', 'history_Roll Advert', 'days_since_last_action', 'history_Downgrade']"
68,xgb,forward,8,8,0.12491035693346546,0.7096426081397119,0.14586100044267375,0.27888277613203555,0.1915419270454876,"['recent_sessions', 'history_Thumbs Down', 'history_Thumbs Up', 'history_actions', 'history_Roll Advert', 'days_since_last_action', 'history_Downgrade', 'is_paid']"
69,xgb,forward,9,9,0.12659394729487497,0.7102941604623632,0.1540813926135027,0.2771900126957258,0.19806471121862715,"['recent_sessions', 'history_Thumbs Down', 'history_Thumbs Up', 'history_actions', 'history_Roll Advert', 'days_since_last_action', 'history_Downgrade', 'is_paid', 'recent_actions']"
70,xgb,backward,1,47,0.12402595196790137,0.716035499552064,0.15160427807486632,0.2399492170969107,0.18581025725053252,"['is_paid', 'gender_F', 'Linux', 'Macintosh', 'Windows', 'iPad', 'iPhone', 'days_since_last_action', 'recent_actions', 'recent_songs', 'recent_sessions', 'recent_status', 'recent_Add Friend', 'recent_Add to Playlist', 'recent_Downgrade', 'recent_Error', 'recent_Roll Advert', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Down', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_songs', 'history_sessions', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Submit Downgrade', 'history_Submit Upgrade', 'history_Thumbs Down', 'history_Thumbs Up', 'history_Upgrade', 'trend_song_consumption', 'trend_error_rate', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_add_to_playlist', 'trend_submit_upgrade', 'trend_upgrade', 'trend_downgrade', 'trend_Submit downgrade', 'trend_Roll Advert']"
71,xgb,backward,2,46,0.12597548435889955,0.713201741190839,0.15072847682119206,0.2407955988150656,0.18540241120886283,"['is_paid', 'gender_F', 'Linux', 'Macintosh', 'Windows', 'iPad', 'iPhone', 'days_since_last_action', 'recent_actions', 'recent_songs', 'recent_sessions', 'recent_status', 'recent_Add Friend', 'recent_Add to Playlist', 'recent_Downgrade', 'recent_Error', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Down', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_songs', 'history_sessions', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Submit Downgrade', 'history_Submit Upgrade', 'history_Thumbs Down', 'history_Thumbs Up', 'history_Upgrade', 'trend_song_consumption', 'trend_error_rate', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_add_to_playlist', 'trend_submit_upgrade', 'trend_upgrade', 'trend_downgrade', 'trend_Submit downgrade', 'trend_Roll Advert']"
72,xgb,backward,3,45,0.12507854596493223,0.7121906281382796,0.15349946977730647,0.24502750740584003,0.18875305623471883,"['is_paid', 'gender_F', 'Linux', 'Macintosh', 'Windows', 'iPad', 'iPhone', 'days_since_last_action', 'recent_actions', 'recent_songs', 'recent_sessions', 'recent_status', 'recent_Add Friend', 'recent_Add to Playlist', 'recent_Downgrade', 'recent_Error', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Down', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_songs', 'history_sessions', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Submit Downgrade', 'history_Thumbs Down', 'history_Thumbs Up', 'history_Upgrade', 'trend_song_consumption', 'trend_error_rate', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_add_to_playlist', 'trend_submit_upgrade', 'trend_upgrade', 'trend_downgrade', 'trend_Submit downgrade', 'trend_Roll Advert']"
73,xgb,backward,4,44,0.12437607986664316,0.713604525617187,0.15353805073431243,0.24333474396953025,0.1882776686313032,"['is_paid', 'gender_F', 'Linux', 'Macintosh', 'Windows', 'iPad', 'iPhone', 'days_since_last_action', 'recent_actions', 'recent_songs', 'recent_sessions', 'recent_status', 'recent_Add Friend', 'recent_Add to Playlist', 'recent_Downgrade', 'recent_Error', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_songs', 'history_sessions', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Submit Downgrade', 'history_Thumbs Down', 'history_Thumbs Up', 'history_Upgrade', 'trend_song_consumption', 'trend_error_rate', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_add_to_playlist', 'trend_submit_upgrade', 'trend_upgrade', 'trend_downgrade', 'trend_Submit downgrade', 'trend_Roll Advert']"
74,xgb,backward,5,43,0.12383915660796477,0.7130195939080365,0.15166889185580773,0.24037240795598816,0.1859855926653569,"['is_paid', 'gender_F', 'Linux', 'Macintosh', 'Windows', 'iPad', 'iPhone', 'days_since_last_action', 'recent_actions', 'recent_songs', 'recent_sessions', 'recent_status', 'recent_Add Friend', 'recent_Add to Playlist', 'recent_Downgrade', 'recent_Error', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_songs', 'history_sessions', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Submit Downgrade', 'history_Thumbs Down', 'history_Thumbs Up', 'history_Upgrade', 'trend_song_consumption', 'trend_error_rate', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_add_to_playlist', 'trend_submit_upgrade', 'trend_upgrade', 'trend_downgrade', 'trend_Roll Advert']"
75,xgb,backward,6,42,0.12499294059627536,0.7134993580558708,0.1542368350708367,0.24418112568768516,0.18905635648754915,"['is_paid', 'gender_F', 'Linux', 'Macintosh', 'Windows', 'iPad', 'iPhone', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_status', 'recent_Add Friend', 'recent_Add to Playlist', 'recent_Downgrade', 'recent_Error', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_songs', 'history_sessions', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Submit Downgrade', 'history_Thumbs Down', 'history_Thumbs Up', 'history_Upgrade', 'trend_song_consumption', 'trend_error_rate', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_add_to_playlist', 'trend_submit_upgrade', 'trend_upgrade', 'trend_downgrade', 'trend_Roll Advert']"
76,xgb,backward,7,41,0.1246537381178936,0.7129051299365441,0.15533722782793416,0.2475666525603047,0.19089574155653452,"['is_paid', 'gender_F', 'Linux', 'Macintosh', 'Windows', 'iPad', 'iPhone', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_status', 'recent_Add to Playlist', 'recent_Downgrade', 'recent_Error', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_songs', 'history_sessions', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Submit Downgrade', 'history_Thumbs Down', 'history_Thumbs Up', 'history_Upgrade', 'trend_song_consumption', 'trend_error_rate', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_add_to_playlist', 'trend_submit_upgrade', 'trend_upgrade', 'trend_downgrade', 'trend_Roll Advert']"
77,xgb,backward,8,40,0.1258153395672945,0.7136724855812328,0.15281430825881115,0.2458738891239949,0.18848337388483374,"['is_paid', 'gender_F', 'Linux', 'Macintosh', 'Windows', 'iPad', 'iPhone', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_status', 'recent_Add to Playlist', 'recent_Downgrade', 'recent_Error', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_songs', 'history_sessions', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Submit Downgrade', 'history_Thumbs Down', 'history_Thumbs Up', 'history_Upgrade', 'trend_song_consumption', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_add_to_playlist', 'trend_submit_upgrade', 'trend_upgrade', 'trend_downgrade', 'trend_Roll Advert']"
78,xgb,backward,9,39,0.12590764229059737,0.7136304168001809,0.15085413929040736,0.24291155311045282,0.1861219195849546,"['is_paid', 'gender_F', 'Linux', 'Macintosh', 'Windows', 'iPad', 'iPhone', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_status', 'recent_Add to Playlist', 'recent_Error', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_songs', 'history_sessions', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Submit Downgrade', 'history_Thumbs Down', 'history_Thumbs Up', 'history_Upgrade', 'trend_song_consumption', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_add_to_playlist', 'trend_submit_upgrade', 'trend_upgrade', 'trend_downgrade', 'trend_Roll Advert']"
79,xgb,backward,10,38,0.1258007890638398,0.7135402587475947,0.15343915343915343,0.24545069826491747,0.18883281784144554,"['is_paid', 'gender_F', 'Linux', 'Macintosh', 'Windows', 'iPad', 'iPhone', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_status', 'recent_Add to Playlist', 'recent_Error', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_songs', 'history_sessions', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Submit Downgrade', 'history_Thumbs Down', 'history_Thumbs Up', 'history_Upgrade', 'trend_song_consumption', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_add_to_playlist', 'trend_submit_upgrade', 'trend_downgrade', 'trend_Roll Advert']"
80,xgb,backward,11,37,0.12614299301388457,0.7155024248612268,0.15191227600962826,0.24037240795598816,0.18616846935431006,"['is_paid', 'gender_F', 'Linux', 'Macintosh', 'Windows', 'iPad', 'iPhone', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_status', 'recent_Add to Playlist', 'recent_Error', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_songs', 'history_sessions', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'history_Upgrade', 'trend_song_consumption', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_add_to_playlist', 'trend_submit_upgrade', 'trend_downgrade', 'trend_Roll Advert']"
81,xgb,backward,12,36,0.12633305315315443,0.7096672917115587,0.15491083311152515,0.24629707998307238,0.19019607843137254,"['gender_F', 'Linux', 'Macintosh', 'Windows', 'iPad', 'iPhone', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_status', 'recent_Add to Playlist', 'recent_Error', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_songs', 'history_sessions', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'history_Upgrade', 'trend_song_consumption', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_add_to_playlist', 'trend_submit_upgrade', 'trend_downgrade', 'trend_Roll Advert']"
82,xgb,backward,13,35,0.12706793992156035,0.709037133867121,0.15205772314270444,0.2407955988150656,0.1864045864045864,"['gender_F', 'Linux', 'Macintosh', 'Windows', 'iPad', 'iPhone', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_status', 'recent_Add to Playlist', 'recent_Error', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_songs', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'history_Upgrade', 'trend_song_consumption', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_add_to_playlist', 'trend_submit_upgrade', 'trend_downgrade', 'trend_Roll Advert']"
83,xgb,backward,14,34,0.12606143730412261,0.7080356246166658,0.14722149065051357,0.23656369022429116,0.18149350649350648,"['gender_F', 'Linux', 'Macintosh', 'Windows', 'iPad', 'iPhone', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_status', 'recent_Add to Playlist', 'recent_Error', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_songs', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'history_Upgrade', 'trend_song_consumption', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_add_to_playlist', 'trend_downgrade', 'trend_Roll Advert']"
84,xgb,backward,15,33,0.12564504376903055,0.7088557945859586,0.14957716701902748,0.23952602623783326,0.18415487229542865,"['gender_F', 'Linux', 'Macintosh', 'Windows', 'iPad', 'iPhone', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_status', 'recent_Add to Playlist', 'recent_Error', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_songs', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'history_Upgrade', 'trend_song_consumption', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_downgrade', 'trend_Roll Advert']"
85,xgb,backward,16,32,0.12617437378945145,0.708571443878292,0.15318146111547526,0.2475666525603047,0.18925913943707537,"['gender_F', 'Linux', 'Windows', 'iPad', 'iPhone', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_status', 'recent_Add to Playlist', 'recent_Error', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_songs', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'history_Upgrade', 'trend_song_consumption', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_downgrade', 'trend_Roll Advert']"
86,xgb,backward,17,31,0.12665627802029603,0.7088811324634815,0.15293809024134314,0.2467202708421498,0.1888259109311741,"['gender_F', 'Linux', 'Windows', 'iPad', 'iPhone', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_status', 'recent_Add to Playlist', 'recent_Error', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'recent_Upgrade', 'history_actions', 'history_songs', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_song_consumption', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_downgrade', 'trend_Roll Advert']"
87,xgb,backward,18,30,0.12511405738430936,0.7087565113844139,0.15217391304347827,0.24883622513753703,0.18885498634976713,"['gender_F', 'Linux', 'Windows', 'iPad', 'iPhone', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_status', 'recent_Add to Playlist', 'recent_Error', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'history_actions', 'history_songs', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_song_consumption', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_downgrade', 'trend_Roll Advert']"
88,xgb,backward,19,29,0.12493705509330644,0.7085796248948993,0.1536471805483704,0.2513753702920017,0.19072082196179163,"['gender_F', 'Linux', 'Windows', 'iPad', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_status', 'recent_Add to Playlist', 'recent_Error', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'history_actions', 'history_songs', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_song_consumption', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_downgrade', 'trend_Roll Advert']"
89,xgb,backward,20,28,0.12564518032710406,0.7097279708782156,0.15404699738903394,0.2496826068556919,0.19053770385919586,"['gender_F', 'Linux', 'Windows', 'iPad', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_status', 'recent_Add to Playlist', 'recent_Error', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'history_actions', 'history_songs', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_downgrade', 'trend_Roll Advert']"
90,xgb,backward,21,27,0.12630784826472552,0.7088727626204037,0.1494615182558445,0.2407955988150656,0.18444084278768233,"['gender_F', 'Linux', 'Windows', 'iPad', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_status', 'recent_Add to Playlist', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'history_actions', 'history_songs', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_downgrade', 'trend_Roll Advert']"
91,xgb,backward,22,26,0.12781285282389848,0.7120322071210325,0.15340162857893355,0.24714346170122725,0.1893030794165316,"['gender_F', 'Linux', 'Windows', 'iPad', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_Add to Playlist', 'recent_Submit Downgrade', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'history_actions', 'history_songs', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_downgrade', 'trend_Roll Advert']"
92,xgb,backward,23,25,0.12528028146825215,0.7119508975646699,0.15499870834409712,0.25391451544646637,0.19249278152069296,"['gender_F', 'Linux', 'Windows', 'iPad', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_Add to Playlist', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'history_actions', 'history_songs', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_downgrade', 'trend_Roll Advert']"
93,xgb,backward,24,24,0.12642765798621602,0.7113365923611086,0.15448204598295015,0.2530681337283115,0.191851138915624,"['gender_F', 'Linux', 'iPad', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_Add to Playlist', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'history_actions', 'history_songs', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Error', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_downgrade', 'trend_Roll Advert']"
94,xgb,backward,25,23,0.1257688555584177,0.7098264153389275,0.1509727626459144,0.24629707998307238,0.18719845609520747,"['gender_F', 'Linux', 'iPad', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_Add to Playlist', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'history_actions', 'history_songs', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_status_rate', 'trend_thumbs_up', 'trend_thumbs_down', 'trend_downgrade', 'trend_Roll Advert']"
